class,_RMSenergy_Mean,_Lowenergy_Mean,_Fluctuation_Mean,_Tempo_Mean,_MFCC_Mean_1,_MFCC_Mean_2,_MFCC_Mean_3,_MFCC_Mean_4,_MFCC_Mean_5,_MFCC_Mean_6,_MFCC_Mean_7,_MFCC_Mean_8,_MFCC_Mean_9,_MFCC_Mean_10,_MFCC_Mean_11,_MFCC_Mean_12,_MFCC_Mean_13,_Roughness_Mean,_Roughness_Slope,_Zero-crossingrate_Mean,_AttackTime_Mean,_AttackTime_Slope,_Rolloff_Mean,_Eventdensity_Mean,_Pulseclarity_Mean,_Brightness_Mean,_Spectralcentroid_Mean,_Spectralspread_Mean,_Spectralskewness_Mean,_Spectralkurtosis_Mean,_Spectralflatness_Mean,_EntropyofSpectrum_Mean,_Chromagram_Mean_1,_Chromagram_Mean_2,_Chromagram_Mean_3,_Chromagram_Mean_4,_Chromagram_Mean_5,_Chromagram_Mean_6,_Chromagram_Mean_7,_Chromagram_Mean_8,_Chromagram_Mean_9,_Chromagram_Mean_10,_Chromagram_Mean_11,_Chromagram_Mean_12,_HarmonicChangeDetectionFunction_Mean,_HarmonicChangeDetectionFunction_Std,_HarmonicChangeDetectionFunction_Slope,_HarmonicChangeDetectionFunction_PeriodFreq,_HarmonicChangeDetectionFunction_PeriodAmp,_HarmonicChangeDetectionFunction_PeriodEntropy
4,0.293,0.535,6.218,100.205,1.863,0.453,0.804,0.152,0.239,0.124,0.318,0.091,0.143,0.141,0.129,0.07,0.059,2152.376,-0.0,443.673,0.016,-0.044,5384.773,4.477,0.269,0.419,2387.89,3220.234,1.803,5.872,0.05,0.864,0.016,0.0,0.0,0.063,1.0,0.028,0.003,0.003,0.003,0.0,0.002,0.232,0.212,0.105,-0.027,4.486,0.826,0.968
4,0.2,0.537,6.246,118.921,2.769,0.633,1.622,0.395,-0.352,-0.177,0.297,-0.205,0.477,-0.111,-0.279,0.202,-0.042,1078.431,-0.029,323.772,0.019,0.051,2910.368,3.542,0.141,0.258,1427.173,2525.656,2.617,9.974,0.027,0.809,0.073,0.008,0.042,0.009,0.46,0.001,0.127,0.164,0.101,0.324,0.117,1.0,0.312,0.162,0.23,1.922,0.821,0.965
4,0.11,0.619,5.495,66.632,2.581,-0.51,0.407,0.117,0.205,-0.084,0.105,0.163,0.118,-0.067,-0.138,-0.022,-0.047,231.48,0.046,823.815,0.025,0.191,4356.583,1.956,0.248,0.41,2189.253,2993.493,2.225,7.915,0.05,0.87,0.156,0.013,1.0,0.062,0.217,0.616,0.068,0.372,0.33,0.419,0.162,0.062,0.29,0.137,0.092,1.682,0.821,0.966
4,0.213,0.5,4.779,151.053,2.078,0.37,0.787,0.17,0.121,0.167,0.255,0.071,0.055,0.016,0.034,0.018,0.023,959.982,-0.001,402.929,0.015,0.241,5538.407,3.274,0.085,0.378,2277.166,3317.054,1.857,5.901,0.061,0.851,0.041,0.048,1.0,0.826,0.021,0.519,0.003,0.362,0.055,0.488,0.607,0.043,0.382,0.209,-0.125,2.691,0.791,0.964
4,0.085,0.586,4.688,78.442,2.075,0.121,0.713,0.041,0.209,0.135,0.147,-0.009,0.004,-0.004,-0.166,-0.112,-0.075,197.892,-0.029,1258.007,0.03,0.105,6105.82,1.904,0.106,0.472,2715.768,3348.312,1.667,5.232,0.068,0.891,0.34,0.169,0.67,0.513,0.217,0.438,0.105,0.741,0.486,1.0,0.468,0.098,0.265,0.158,0.045,0.336,0.804,0.96
4,0.184,0.482,5.617,121.651,2.078,0.01,0.551,0.067,0.206,0.16,0.083,0.034,0.039,0.045,0.034,-0.009,0.013,1161.827,-0.225,801.979,0.018,0.223,5219.026,3.274,0.3,0.433,2335.117,2971.449,1.833,6.271,0.058,0.878,1.0,0.482,0.395,0.368,0.417,0.237,0.111,0.472,0.413,0.966,0.505,0.541,0.291,0.146,0.081,2.243,0.811,0.97
4,0.113,0.566,4.515,161.026,2.705,0.093,0.428,0.102,0.151,0.018,0.051,-0.037,-0.012,0.009,-0.013,0.015,-0.017,364.836,0.064,818.463,0.02,-0.249,6171.555,2.94,0.146,0.406,2627.674,3558.374,1.801,5.401,0.06,0.884,0.005,0.007,0.0,0.0,0.051,0.002,0.002,0.018,0.045,1.0,0.134,0.099,0.188,0.088,0.043,0.449,0.793,0.97
4,0.206,0.523,6.352,186.914,2.483,0.26,0.531,0.241,0.265,0.022,0.025,-0.18,-0.034,0.01,0.02,0.067,0.027,1324.405,0.111,659.566,0.022,0.089,6263.155,4.11,0.474,0.424,2656.686,3447.907,1.693,5.1,0.048,0.876,0.79,0.433,0.013,0.052,0.798,0.11,0.002,0.071,0.029,0.764,0.307,1.0,0.277,0.136,0.052,1.682,0.845,0.968
4,0.143,0.577,6.009,79.222,2.585,0.266,0.639,0.224,0.228,0.052,0.123,-0.093,-0.001,-0.033,0.004,0.03,0.109,499.446,-0.296,487.681,0.026,0.152,4136.604,3.274,0.394,0.349,1873.208,2610.45,2.214,8.274,0.04,0.858,0.033,0.081,1.0,0.03,0.002,0.0,0.042,0.184,0.146,0.732,0.101,0.013,0.212,0.121,0.093,1.346,0.785,0.961
4,0.112,0.57,5.105,130.607,2.436,-0.223,0.993,0.063,0.13,0.246,0.277,0.048,0.014,-0.052,-0.026,-0.074,0.06,377.712,0.174,698.595,0.024,0.037,3517.104,2.773,0.221,0.412,1843.989,2309.125,2.439,10.575,0.035,0.861,0.092,0.171,0.121,0.12,1.0,0.192,0.09,0.454,0.26,0.253,0.175,0.826,0.265,0.119,0.005,2.691,0.849,0.965
4,0.106,0.432,17.599,130.007,2.826,0.614,0.576,0.079,0.003,-0.037,0.092,0.102,0.132,0.014,-0.018,-0.06,-0.133,329.488,0.385,420.443,0.016,-0.296,5138.739,3.272,0.355,0.33,2161.559,3269.106,2.061,6.665,0.051,0.85,0.191,0.0,0.074,0.23,1.0,0.019,0.052,0.117,0.013,0.032,0.0,0.45,0.262,0.148,0.07,0.538,0.794,0.965
4,0.192,0.472,6.674,120.185,2.109,-0.157,0.349,0.046,0.232,0.138,0.138,-0.124,0.068,0.075,-0.02,0.001,0.081,1116.048,0.01,940.479,0.021,0.038,5393.268,4.811,0.146,0.458,2548.163,3096.531,1.805,5.948,0.046,0.892,1.0,0.436,0.453,0.444,0.972,0.639,0.445,0.521,0.634,0.797,0.475,0.774,0.288,0.127,0.089,3.364,0.85,0.967
4,0.173,0.576,4.914,105.803,1.949,0.291,0.443,0.225,0.277,0.127,0.098,-0.06,0.055,0.103,0.005,-0.095,-0.073,804.745,-0.168,1379.457,0.02,0.025,8399.947,5.546,0.439,0.523,3478.734,3916.323,1.185,3.337,0.058,0.904,0.047,0.165,0.888,0.024,0.456,0.225,0.038,0.296,0.619,1.0,0.161,0.077,0.287,0.148,0.012,1.922,0.82,0.965
4,0.198,0.485,4.966,104.43,1.622,0.47,0.617,0.026,0.333,0.182,0.098,-0.03,-0.019,0.09,0.062,-0.041,0.073,933.083,-0.245,1529.18,0.021,0.187,7978.451,4.678,0.306,0.548,3479.638,3788.657,1.167,3.399,0.068,0.906,0.05,0.079,1.0,0.006,0.003,0.003,0.0,0.0,0.028,0.245,0.117,0.017,0.262,0.125,-0.165,2.691,0.849,0.968
4,0.109,0.541,3.58,130.172,2.512,0.502,-0.133,-0.116,0.369,0.112,-0.138,-0.25,-0.086,-0.143,0.116,0.139,0.214,420.952,-0.242,891.3,0.022,0.127,4994.084,3.944,0.412,0.372,2170.461,2680.925,1.942,7.035,0.038,0.871,0.552,0.169,0.367,1.0,0.299,0.8,0.179,0.38,0.169,0.278,0.433,0.137,0.245,0.113,-0.065,3.364,0.866,0.966
4,0.059,0.494,5.17,180.931,1.947,0.3,0.251,0.035,0.105,0.006,0.142,-0.056,0.164,-0.038,0.147,-0.013,-0.035,109.303,-0.243,1051.789,0.021,-0.027,6242.358,4.143,0.262,0.502,2957.578,3350.947,1.469,4.557,0.066,0.899,0.004,0.0,0.0,0.002,1.0,0.0,0.0,0.0,0.011,0.0,0.006,0.322,0.212,0.102,-0.042,3.364,0.857,0.971
4,0.107,0.582,5.817,79.106,3.137,-0.013,0.602,-0.194,-0.027,-0.105,-0.023,-0.186,0.014,0.088,-0.049,-0.088,-0.094,258.74,0.008,582.656,0.027,-0.032,2973.538,3.241,0.272,0.29,1520.957,2144.218,2.796,12.399,0.03,0.842,0.089,0.014,0.0,0.005,1.0,0.015,0.25,0.482,0.408,0.174,0.106,0.169,0.306,0.159,0.013,2.243,0.79,0.972
4,0.169,0.551,4.531,107.873,1.453,0.357,0.716,-0.127,0.476,0.427,-0.028,0.196,-0.014,0.025,0.19,0.092,0.12,624.396,0.039,927.675,0.021,0.123,7084.781,3.575,0.393,0.547,3219.721,3540.598,1.302,3.967,0.058,0.898,0.11,0.23,1.0,0.194,0.061,0.131,0.198,0.091,0.08,0.082,0.035,0.073,0.265,0.114,-0.159,2.691,0.864,0.963
4,0.134,0.515,6.237,142.175,1.456,0.003,1.048,-0.092,-0.013,0.192,0.238,0.107,0.119,0.088,0.056,0.023,0.068,861.0,0.051,1333.701,0.014,-0.07,5930.715,6.047,0.27,0.58,2917.791,3131.276,1.531,5.002,0.045,0.902,0.016,0.033,0.003,0.006,0.523,0.1,0.0,0.032,0.117,1.0,0.298,0.022,0.267,0.146,-0.038,2.243,0.799,0.963
4,0.126,0.597,6.75,117.189,2.903,0.005,0.255,-0.647,-0.175,-0.654,-0.848,-0.744,-0.151,0.144,-0.006,-0.213,0.191,293.766,-0.02,682.794,0.044,-0.153,3593.984,3.207,0.126,0.31,1880.141,2432.914,2.509,9.907,0.034,0.817,0.476,1.0,0.004,0.671,0.146,0.808,0.004,0.0,0.0,0.0,0.0,0.007,0.258,0.174,-0.091,2.691,0.705,0.972
4,0.034,0.554,4.399,178.957,2.285,0.009,0.686,-0.032,0.257,0.045,-0.058,0.041,0.108,0.07,-0.011,-0.027,0.064,47.909,0.218,1266.48,0.025,-0.086,6631.301,1.826,0.235,0.484,2961.04,3600.312,1.625,4.795,0.079,0.891,0.517,0.065,0.037,0.01,0.571,0.02,0.267,0.286,0.21,0.092,0.098,1.0,0.308,0.217,0.05,1.682,0.722,0.968
4,0.188,0.52,5.997,122.783,3.087,-0.55,0.223,-0.215,0.219,-0.07,-0.057,0.037,0.2,0.143,0.161,0.201,0.064,522.821,-0.024,561.194,0.026,0.062,3259.526,4.978,0.377,0.298,1803.059,2872.939,2.693,10.252,0.042,0.856,1.0,0.406,0.383,0.344,0.274,0.489,0.246,0.602,0.744,0.613,0.577,0.54,0.273,0.134,0.215,2.243,0.856,0.965
4,0.291,0.573,7.838,143.126,3.155,-0.068,0.74,0.423,-0.011,0.055,-0.042,0.031,0.049,-0.06,-0.015,0.096,0.05,1521.069,0.036,149.49,0.016,0.079,2551.201,4.778,0.319,0.235,1392.029,2616.02,2.801,10.772,0.032,0.803,0.0,0.533,0.864,0.035,0.003,0.0,0.006,0.942,1.0,0.721,0.087,0.078,0.318,0.174,-0.017,2.691,0.797,0.968
4,0.227,0.616,5.167,109.845,2.672,-0.077,0.597,0.316,0.064,0.051,-0.035,0.015,0.059,0.051,0.075,0.241,0.047,885.976,0.143,380.734,0.017,0.206,5253.05,3.375,0.067,0.364,2226.615,3288.482,1.964,6.139,0.047,0.863,0.278,0.14,1.0,0.289,0.33,0.287,0.055,0.098,0.138,0.75,0.272,0.014,0.267,0.143,-0.117,0.354,0.782,0.966
4,0.167,0.593,8.996,181.874,3.014,-0.338,0.562,-0.076,0.326,-0.069,0.131,0.196,-0.054,0.065,-0.039,0.012,0.111,678.732,-0.055,632.908,0.042,0.058,3251.051,2.239,0.214,0.328,1598.719,2075.36,2.408,9.591,0.019,0.859,0.498,0.173,0.995,1.0,0.369,0.055,0.154,0.331,0.067,0.512,0.244,0.099,0.375,0.23,-0.002,1.495,0.759,0.969
4,0.262,0.527,6.795,142.863,2.043,-0.019,0.213,0.272,0.242,0.036,0.055,0.09,-0.018,0.079,-0.006,-0.034,0.051,2150.544,0.011,951.868,0.018,-0.1,7962.617,4.711,0.221,0.495,3262.995,3807.277,1.23,3.36,0.071,0.895,0.001,0.072,1.0,0.051,0.001,0.0,0.029,0.103,0.149,0.889,0.126,0.059,0.253,0.117,0.105,2.691,0.863,0.961
4,0.12,0.596,6.862,119.034,2.102,-0.197,0.656,-0.174,0.199,0.139,0.247,-0.015,-0.178,0.022,0.038,0.013,-0.072,241.849,0.035,906.462,0.059,0.089,4196.178,1.036,0.157,0.462,2124.813,2375.306,1.82,6.668,0.025,0.869,0.121,0.0,0.125,0.051,0.302,0.187,0.008,0.132,0.281,1.0,0.006,0.003,0.328,0.178,0.015,0.748,0.83,0.965
4,0.223,0.588,4.979,80.072,2.148,-0.096,0.649,0.081,0.144,0.074,0.171,-0.003,-0.097,0.012,-0.016,0.055,0.062,998.358,0.138,814.367,0.021,-0.12,4829.704,3.107,0.354,0.443,2251.007,2769.211,1.779,5.933,0.04,0.875,0.0,0.033,1.0,0.105,0.002,0.001,0.0,0.094,0.248,0.221,0.445,0.001,0.271,0.132,-0.027,0.498,0.804,0.968
4,0.151,0.562,5.729,54.514,2.002,-0.197,0.197,-0.128,0.045,0.164,0.099,0.126,0.123,0.107,0.114,-0.057,-0.061,851.747,-0.112,1527.381,0.021,-0.045,8061.03,3.141,0.077,0.539,3454.149,3826.41,1.286,3.591,0.053,0.915,0.338,0.165,0.345,0.405,0.701,0.477,0.277,0.617,1.0,0.495,0.212,0.662,0.373,0.168,-0.067,2.691,0.844,0.967
4,0.036,0.564,7.433,104.817,2.561,-0.19,0.754,-0.291,0.142,-0.032,0.114,0.041,0.195,0.002,-0.04,-0.027,0.039,54.649,0.151,917.009,0.027,-0.312,3922.786,2.102,0.497,0.419,2089.609,2646.016,2.456,9.978,0.056,0.877,0.124,0.043,0.062,0.068,0.038,0.031,0.473,0.049,0.078,0.115,0.053,1.0,0.224,0.151,0.195,1.682,0.784,0.969
4,0.268,0.496,4.444,150.255,2.314,0.118,0.541,-0.185,0.063,0.164,0.114,0.04,0.033,0.114,0.168,0.051,0.066,1802.253,0.07,382.749,0.01,-0.048,4301.699,6.315,0.156,0.367,1983.395,2788.68,2.128,7.671,0.045,0.854,0.463,0.238,0.497,0.866,0.289,0.497,0.166,1.0,0.77,0.77,0.888,0.192,0.402,0.182,-0.057,0.673,0.834,0.965
4,0.268,0.496,4.444,150.255,2.314,0.118,0.541,-0.185,0.063,0.164,0.114,0.04,0.033,0.114,0.168,0.051,0.066,1802.253,0.07,382.749,0.01,-0.048,4301.699,6.315,0.156,0.367,1983.395,2788.68,2.128,7.671,0.045,0.854,0.463,0.238,0.497,0.866,0.289,0.497,0.166,1.0,0.77,0.77,0.888,0.192,0.402,0.182,-0.057,0.673,0.834,0.965
4,0.096,0.432,5.074,132.409,2.126,0.283,0.424,-0.101,0.292,-0.132,0.235,0.066,-0.153,0.102,0.048,-0.0,0.142,324.946,0.302,662.33,0.016,-0.159,4686.647,3.508,0.469,0.418,2148.589,2573.725,1.712,6.033,0.037,0.858,0.019,0.0,0.277,0.0,0.26,0.026,0.014,0.029,0.0,1.0,0.0,0.003,0.202,0.185,-0.242,4.486,0.734,0.974
4,0.052,0.528,4.86,133.897,1.766,0.044,0.603,0.306,0.282,0.205,0.193,0.106,0.065,-0.016,0.051,0.063,0.057,82.682,-0.055,492.676,0.016,-0.02,5315.736,5.346,0.15,0.419,2281.284,3061.121,1.805,5.985,0.057,0.865,0.041,0.056,0.042,0.128,0.007,0.006,0.01,0.257,1.0,0.153,0.306,0.161,0.325,0.146,-0.084,1.922,0.846,0.972
4,0.119,0.612,5.069,139.847,2.43,0.021,0.684,0.018,0.114,0.219,0.211,0.029,-0.019,0.098,-0.019,-0.063,-0.028,401.104,0.13,737.091,0.019,-0.169,5916.121,1.303,0.202,0.411,2535.801,3506.353,1.836,5.632,0.055,0.876,0.354,0.067,1.0,0.022,0.117,0.5,0.097,0.125,0.184,0.678,0.796,0.096,0.286,0.137,0.002,1.121,0.829,0.968
4,0.099,0.607,5.542,120.801,1.611,0.147,0.629,0.131,0.374,0.178,0.117,-0.01,-0.03,0.076,0.04,-0.135,-0.08,221.549,0.164,887.896,0.023,-0.044,5617.979,2.105,0.112,0.486,2550.352,2954.025,1.515,5.001,0.048,0.878,0.985,0.468,0.458,0.477,0.22,0.859,0.161,1.0,0.884,0.773,0.97,0.847,0.404,0.168,0.205,1.495,0.835,0.968
4,0.101,0.562,5.905,195.026,1.126,0.136,0.713,0.155,0.29,-0.249,0.334,-0.158,0.04,0.007,0.001,0.101,0.04,224.882,0.064,1321.446,0.027,-0.063,5348.141,2.239,0.135,0.606,2748.598,2435.755,0.859,3.094,0.013,0.896,0.103,0.12,0.089,0.06,0.224,0.294,0.237,0.188,0.342,1.0,0.329,0.202,0.314,0.207,0.018,0.421,0.74,0.969
4,0.13,0.563,5.435,84.043,2.902,0.321,0.438,0.356,0.177,0.102,0.283,0.143,0.061,0.059,0.132,0.061,0.002,314.295,0.089,319.726,0.026,-0.123,4259.684,2.573,0.42,0.302,1876.714,2999.164,2.352,8.333,0.052,0.834,0.036,0.0,0.009,0.0,0.048,0.0,0.0,0.0,0.047,1.0,0.02,0.025,0.271,0.185,0.442,2.691,0.814,0.963
4,0.235,0.503,5.051,100.912,2.164,0.502,0.827,0.167,0.237,0.15,0.169,-0.068,0.007,0.225,0.21,0.253,0.243,1461.857,0.085,999.023,0.018,0.009,8180.157,3.876,0.21,0.464,3199.435,4056.353,1.408,3.88,0.074,0.887,0.99,0.226,0.667,0.285,0.947,0.131,0.319,1.0,0.23,0.354,0.457,0.846,0.344,0.154,0.101,2.243,0.858,0.967
4,0.067,0.566,5.852,149.473,3.789,-0.481,0.835,0.064,0.085,0.03,0.209,0.146,0.078,0.01,-0.053,-0.004,-0.039,158.247,0.212,483.635,0.027,-0.113,2220.99,1.303,0.156,0.249,1259.83,1931.66,3.581,19.051,0.032,0.834,0.22,0.075,0.641,0.023,0.083,0.342,0.028,0.009,0.024,0.525,1.0,0.047,0.289,0.142,0.009,1.223,0.862,0.968
4,0.136,0.576,6.126,95.549,2.069,-0.356,0.452,0.157,0.131,0.148,0.281,0.134,0.04,-0.055,-0.029,0.093,0.036,353.425,-0.118,366.881,0.034,0.011,4325.84,2.573,0.099,0.377,1972.704,2861.203,2.172,7.828,0.052,0.851,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.088,0.072,1.0,0.081,0.001,0.134,0.091,-0.027,1.495,0.692,0.962
4,0.108,0.52,4.594,118.512,1.964,0.059,0.605,0.09,0.054,0.02,0.095,-0.056,-0.16,-0.089,0.026,-0.024,0.047,335.515,-0.069,988.866,0.016,0.193,6201.121,3.375,0.205,0.503,2778.639,3210.334,1.522,4.706,0.048,0.893,0.256,0.02,0.038,0.011,0.063,0.041,0.024,0.199,0.124,1.0,0.062,0.574,0.263,0.158,-0.026,1.035,0.774,0.969
4,0.297,0.532,4.954,140.241,1.455,0.568,0.4,-0.088,0.205,-0.09,0.08,0.242,0.016,0.115,0.148,0.021,0.057,1592.117,0.125,1217.646,0.024,0.045,8887.304,2.606,0.149,0.601,3967.295,3959.283,0.911,2.797,0.103,0.92,0.678,0.787,0.75,0.819,0.78,0.557,0.699,0.867,0.792,1.0,0.829,0.691,0.322,0.134,-0.05,2.691,0.873,0.967
4,0.093,0.522,7.468,181.284,0.423,0.06,1.208,1.126,0.77,0.323,0.167,0.066,0.202,0.382,0.111,0.05,-0.068,171.521,-0.284,1430.275,0.034,-0.093,7243.82,4.043,0.314,0.702,3767.28,3350.635,1.082,3.64,0.057,0.909,0.304,0.0,0.0,0.0,0.127,0.0,0.0,0.001,0.01,0.892,0.402,1.0,0.246,0.165,0.238,0.374,0.754,0.958
4,0.207,0.493,4.173,105.184,2.258,-0.365,0.45,0.07,0.246,0.088,0.027,-0.011,0.099,0.107,0.116,0.049,0.09,992.638,0.008,498.055,0.015,0.058,4868.102,6.854,0.131,0.401,2282.986,3203.772,2.053,6.89,0.056,0.87,0.747,0.74,0.351,0.558,0.764,0.402,0.209,0.277,1.0,0.813,0.544,0.27,0.344,0.131,-0.066,1.922,0.881,0.968
4,0.306,0.522,4.653,178.815,0.808,-0.124,0.691,-0.138,0.212,0.135,0.249,-0.024,0.218,0.167,0.199,-0.029,0.022,3899.847,0.009,1456.067,0.016,0.123,5998.637,5.079,0.109,0.653,3255.53,3068.346,1.388,4.831,0.058,0.906,0.022,0.0,0.002,0.005,0.19,0.099,0.012,0.0,0.129,1.0,0.616,0.054,0.262,0.11,0.075,1.346,0.841,0.968
4,0.265,0.583,6.245,180.237,1.271,0.083,0.821,-0.267,0.344,0.171,0.264,-0.161,0.297,-0.252,0.135,-0.247,0.191,2600.142,0.292,1179.866,0.02,-0.322,5012.694,2.94,0.39,0.549,2547.193,2538.989,1.336,4.746,0.022,0.873,0.043,0.004,0.013,0.045,0.395,0.212,0.032,0.083,0.026,1.0,0.802,0.098,0.253,0.214,-0.088,0.187,0.686,0.967
4,0.152,0.51,4.793,112.153,1.89,0.11,0.702,0.166,0.168,0.2,0.037,0.13,0.045,0.01,0.04,0.063,0.099,552.166,-0.186,621.835,0.016,0.103,5827.949,5.981,0.161,0.458,2505.985,3108.713,1.625,5.191,0.053,0.875,0.057,0.026,0.07,0.019,0.147,0.036,0.001,0.086,0.285,1.0,0.174,0.08,0.208,0.095,0.151,4.486,0.886,0.968
4,0.161,0.594,4.868,96.015,3.244,0.033,0.442,0.266,0.12,0.156,0.106,0.069,0.075,-0.087,0.093,-0.09,0.06,418.66,-0.025,278.382,0.027,0.291,2142.301,2.439,0.221,0.208,1143.286,2031.881,3.327,16.349,0.027,0.809,0.047,0.071,0.347,0.041,0.166,0.198,0.024,0.138,0.123,1.0,0.38,0.061,0.299,0.122,0.118,0.897,0.834,0.97
4,0.174,0.521,5.115,105.733,1.537,0.38,0.434,0.288,0.239,0.134,0.058,0.037,0.018,0.004,-0.087,-0.074,-0.04,1058.672,0.064,1790.728,0.018,-0.115,10223.813,4.477,0.292,0.631,4573.243,4424.586,0.801,2.437,0.081,0.931,0.0,0.0,0.0,0.046,0.765,0.035,0.0,0.034,0.204,1.0,0.036,0.204,0.216,0.131,0.153,1.121,0.821,0.962
4,0.174,0.521,5.115,105.733,1.537,0.38,0.434,0.288,0.239,0.134,0.058,0.037,0.018,0.004,-0.087,-0.074,-0.04,1058.672,0.064,1790.728,0.018,-0.115,10223.813,4.477,0.292,0.631,4573.243,4424.586,0.801,2.437,0.081,0.931,0.0,0.0,0.0,0.046,0.765,0.035,0.0,0.034,0.204,1.0,0.036,0.204,0.216,0.131,0.153,1.121,0.821,0.962
4,0.069,0.469,4.815,162.193,2.368,-0.284,0.417,-0.103,0.016,-0.086,0.081,0.037,-0.004,0.016,0.054,0.032,0.094,122.277,0.017,422.078,0.014,-0.006,3748.27,7.952,0.218,0.383,1772.157,2142.259,1.832,6.551,0.019,0.854,0.656,0.823,0.588,0.313,0.468,0.372,0.224,0.638,1.0,0.507,0.338,0.661,0.384,0.146,0.077,1.922,0.864,0.97
4,0.154,0.507,5.795,121.666,1.9,-0.112,0.422,0.058,0.213,0.118,0.186,0.067,-0.021,0.017,0.105,0.151,0.105,469.49,-0.346,565.123,0.047,0.295,4445.702,3.308,0.196,0.391,1918.047,2468.239,1.637,5.129,0.017,0.85,1.0,0.363,0.039,0.065,0.031,0.0,0.033,0.492,0.551,0.141,0.482,0.343,0.258,0.133,-0.279,2.243,0.86,0.964
4,0.171,0.522,5.671,120.763,1.774,-0.101,0.458,0.075,0.202,0.146,0.234,0.11,0.046,0.094,0.119,0.079,0.041,627.905,0.05,553.152,0.029,0.157,5610.913,4.009,0.179,0.44,2487.263,3321.078,1.828,5.97,0.062,0.867,1.0,0.381,0.137,0.191,0.104,0.003,0.05,0.854,0.664,0.265,0.739,0.412,0.306,0.136,-0.068,2.691,0.865,0.964
4,0.154,0.462,4.83,133.083,1.107,0.045,0.846,0.071,0.305,0.089,0.189,0.054,0.015,0.045,0.04,-0.012,0.032,777.825,-0.126,1023.166,0.017,-0.222,7111.298,2.439,0.168,0.606,3394.452,3589.961,1.349,4.195,0.061,0.91,0.085,0.231,0.517,0.015,0.002,0.0,0.141,0.032,0.145,1.0,0.216,0.099,0.26,0.127,-0.285,1.346,0.852,0.969
4,0.251,0.466,4.468,177.357,2.139,-0.227,0.925,-0.012,0.337,0.138,0.212,0.127,0.038,0.018,0.043,-0.019,0.04,1726.125,-0.21,334.395,0.014,0.074,3682.682,3.174,0.1,0.375,1800.053,2532.614,2.325,9.127,0.033,0.845,0.666,0.289,0.103,0.081,0.501,0.056,0.028,0.121,0.198,0.149,0.405,1.0,0.257,0.118,-0.257,2.243,0.863,0.961
4,0.255,0.464,4.362,177.325,2.168,-0.227,0.93,-0.014,0.343,0.14,0.213,0.121,0.034,0.015,0.038,-0.018,0.042,1784.157,-0.186,337.609,0.013,0.018,3671.348,3.274,0.1,0.371,1800.73,2578.541,2.41,9.662,0.035,0.844,0.702,0.294,0.104,0.07,0.481,0.053,0.026,0.13,0.195,0.152,0.413,1.0,0.259,0.119,-0.255,2.243,0.861,0.961
4,0.23,0.505,6.279,182.726,2.238,-0.318,0.768,0.061,0.283,0.144,0.293,0.189,0.167,0.074,0.086,0.028,0.083,1361.197,-0.525,325.737,0.014,0.206,3650.341,2.974,0.1,0.366,1785.711,2547.567,2.388,9.373,0.032,0.85,0.689,0.669,1.0,0.2,0.535,0.055,0.063,0.004,0.091,0.664,0.477,0.558,0.281,0.173,-0.161,1.682,0.746,0.971
4,0.152,0.546,5.066,163.0,2.974,-0.518,0.421,-0.22,0.093,-0.073,0.055,-0.111,-0.032,-0.022,-0.101,-0.162,-0.053,703.842,0.332,892.742,0.028,-0.189,3154.11,2.74,0.222,0.356,1669.924,1882.872,2.303,9.433,0.015,0.86,0.244,0.151,1.0,0.447,0.033,0.365,0.002,0.117,0.246,0.634,0.514,0.048,0.29,0.167,0.059,0.748,0.761,0.968
4,0.23,0.556,5.452,140.71,2.475,-0.372,1.104,0.413,0.193,0.211,0.459,0.134,0.072,-0.027,-0.01,-0.055,-0.036,758.492,0.117,550.138,0.034,0.083,3087.197,3.207,0.321,0.374,1574.835,2039.004,2.18,8.375,0.015,0.833,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.029,0.366,1.0,0.012,0.0,0.112,0.06,0.041,1.121,0.739,0.97
4,0.26,0.552,5.321,141.962,2.204,0.079,0.638,-0.003,-0.085,-0.099,-0.089,-0.106,0.127,0.058,0.017,0.037,0.02,1866.417,0.138,1200.662,0.026,0.07,9504.785,3.308,0.155,0.534,3795.462,4312.251,1.144,3.05,0.108,0.907,0.226,0.0,0.065,0.047,0.63,0.0,0.011,0.254,0.037,0.0,0.01,1.0,0.223,0.146,-0.064,0.585,0.719,0.966
4,0.138,0.537,5.112,117.756,1.591,0.132,0.742,-0.128,0.106,0.138,0.249,-0.02,0.154,-0.072,0.174,-0.022,0.089,481.621,0.231,619.754,0.015,-0.044,5916.521,5.479,0.237,0.505,2834.055,3442.164,1.637,5.183,0.064,0.881,0.0,0.0,0.966,0.074,0.0,0.0,0.0,0.0,0.171,1.0,0.199,0.0,0.296,0.203,0.052,0.374,0.718,0.967
4,0.145,0.573,4.388,116.143,2.513,-0.55,0.995,-0.212,0.276,0.201,0.116,-0.09,0.006,0.123,0.099,0.069,0.074,573.027,0.056,763.782,0.02,0.016,3208.426,2.606,0.127,0.392,1688.162,2057.768,2.31,9.822,0.019,0.851,0.03,0.024,1.0,0.396,0.04,0.002,0.003,0.193,0.484,0.908,0.07,0.001,0.298,0.134,-0.03,1.922,0.85,0.966
